district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_total,pop_white,pop_hispanic,pop_black,pop_asian,pop_native,pop_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
WA-02,WA,2,326310,212636,90309,355386,238426,111142,395748,276888,106482,369067,253910,99172,771308,426603,64128,30768,230918,14766,5900,590634,347226,43497,20183,164252,10687,3921,95502,94188,90381,134526,116901,96935,74697,42845,24813,39967,189664,16596,62251,112518,22544,17464,83925,27170,4488,26885,42347,4548,4189,4810,4593,3982,4479,5441,11075,17252,29072,98287,8038
WA-03,WA,3,312978,133522,155687,362629,169678,187597,424208,197848,212963,424781,199617,210816,771280,579778,85902,23975,42412,31680,10896,594631,465410,53647,14958,30200,22986,6884,91039,99259,92989,100898,97700,99584,98989,61864,28691,59717,95719,5398,145013,39683,42902,8529,139667,33594,8133,24535,29871,8340,9289,8991,9518,9995,9041,10455,20807,27645,43285,29636,10484
WA-04,WA,4,252888,89302,145842,283869,111794,168449,325293,128940,186375,312548,117612,184865,770790,393749,305144,14240,21043,44734,3372,557188,316485,190545,8407,14408,30460,2121,116268,120293,101912,100787,89292,83602,82801,50150,25003,46779,70732,5393,129884,29475,87954,5628,107312,27348,9041,17942,21306,8956,10094,11184,10456,9284,11292,11321,20248,27378,39617,20413,10762
WA-05,WA,5,327039,126339,172511,368575,160827,201994,418122,180553,222496,405951,173720,217692,769978,608140,64697,24679,31058,35590,8367,609613,495136,43220,16203,22775,25600,5336,87804,100263,113111,102893,89010,90657,96814,61914,30952,65816,101760,7964,126840,42222,36263,10423,134842,29702,13498,20988,22726,10452,12074,12342,12209,11609,11644,12409,22779,31001,41563,23190,15176
WA-06,WA,6,362908,184290,146721,409605,225035,177196,464115,258679,188537,457139,260214,179692,770467,581303,64699,27351,50357,42777,11068,624104,489483,42382,18705,36135,30607,7195,81264,83232,92932,99745,91367,97390,114188,80193,34395,64728,120812,7443,129175,52562,32446,14698,144187,35009,9155,25795,31027,8854,9199,9121,9141,9502,10225,10652,21368,30722,42097,35698,12671
WA-07,WA,7,399607,335355,41932,424255,363229,55957,462563,401765,49157,441528,378869,45256,770377,484449,66526,55062,144256,19503,6421,656457,424134,51736,40824,121749,15542,4646,63402,63981,153742,156163,100646,85816,73541,44089,24839,36471,216133,24121,56271,112080,22077,29385,82298,32373,10715,27340,43942,7912,7237,7640,8151,8042,8064,7808,18718,24256,36729,95518,14548
WA-08,WA,8,328932,140367,160328,379754,172644,200316,437818,205354,216491,431739,200489,214878,771058,567381,91448,24212,50650,31849,9663,585966,450283,57738,15043,34171,22199,6033,96967,105687,85723,109045,105220,106090,92233,48636,21615,58520,110802,4803,136599,41417,38332,6914,128743,36079,5001,26664,37662,4784,5625,6485,6435,6621,7609,6301,14558,22209,35948,48402,7069
WA-09,WA,9,276814,183483,75203,309181,210977,93900,354349,243829,100812,316110,209246,94423,769972,310012,117876,116088,200612,23644,21461,597602,264015,78760,80315,152833,17687,14141,93546,93074,101625,122039,102535,97434,80829,43861,23302,51298,123454,6719,119905,49465,59547,10148,106613,31216,7078,23898,30303,6004,7217,7387,7724,6899,8194,8648,16368,26096,35615,44360,9615
WA-10,WA,10,275990,147137,105265,314371,179649,129141,365818,212993,139087,340794,198056,129930,770441,437163,104185,97359,95048,33726,28719,593128,360769,67219,65226,69406,23421,17814,98412,94063,121716,118389,93397,87326,81430,47061,23323,59748,97038,4894,135538,39615,41683,9179,128336,34705,7025,24958,31647,6992,7680,8028,7860,8684,10183,10781,21016,27697,42804,28490,10178
WI-01,WI,1,361059,155294,183244,349157,158500,182601,405988,186607,212561,417027,187569,222172,736832,553222,90135,58836,22219,15397,902,578290,456494,57185,37958,15462,10932,609,82003,93730,90225,93447,87910,104654,96255,53639,30516,53134,107730,5019,147787,40289,37913,7223,111859,33107,9367,23902,28715,8104,9807,10833,10021,10678,10832,10556,23824,31056,42783,24317,11782
WI-02,WI,2,390756,259927,104994,384246,271367,104419,435862,309915,118462,459931,323732,128228,736681,567574,57854,51992,46068,12969,1018,583919,468181,37378,32712,34576,9426,712,79494,94485,125474,102904,89480,89375,80627,47869,26015,47962,139930,16567,107339,59178,24359,13498,83899,33347,8049,24604,31931,8663,9617,10011,10474,10396,10941,10761,23677,29924,44494,33105,13179
WI-03,WI,3,364660,165344,173491,344492,172779,162815,401327,193656,199973,424143,198385,218832,737594,659041,27214,14648,18485,14351,987,576645,525304,17036,8779,12092,9915,640,82615,100055,104837,87587,82902,95468,94409,57178,31275,64208,93115,5599,155009,34134,29979,7950,101968,33499,10194,21693,23143,9225,10664,12502,10803,11343,11468,12646,24337,31100,42285,19128,11168
WI-04,WI,4,336901,242859,74983,317146,233699,76574,346049,261167,79046,346997,258925,81119,735977,303097,130425,256850,42750,16883,1088,558001,263417,85410,174976,28947,11764,809,98924,105255,117897,107909,86143,80733,72192,39457,22557,35042,94669,7455,131937,41930,56516,10072,94167,24890,19312,16186,16510,12914,14488,16597,13626,12864,12494,12759,25884,28395,35819,16981,21307
WI-05,WI,5,417063,140261,249168,408286,142062,257818,470249,180136,282276,484522,188318,288378,735862,633079,38023,18648,32299,10241,819,576264,510503,23594,11015,20825,7026,535,80190,93355,79863,87781,89715,107471,101626,61273,35225,55007,142326,7595,129421,53534,20480,12601,100132,36214,5604,27349,33095,5999,8468,10437,8189,9432,9017,10306,21722,26897,41261,40047,7724
WI-06,WI,6,371566,131847,217834,352596,136554,208659,415030,153879,254515,432873,157892,268399,737005,650975,35191,15214,11548,21012,750,582746,526021,21885,9775,7631,14473,488,78131,93149,83338,86614,86265,107065,105155,63925,34181,63063,83722,3466,196876,27115,38768,5485,104626,36901,9076,21484,23137,9268,10983,14055,11274,11688,12008,12416,25259,33678,44789,15860,10603
WI-07,WI,7,370456,135380,214235,348857,141155,200154,418013,160491,250627,438898,162343,269430,736543,659864,18303,10183,14601,28648,972,582401,532819,10920,5736,8955,19449,574,79992,88021,74230,82794,81725,106285,117064,69623,37021,69676,83694,3222,187063,28549,39309,6287,114184,32962,12640,21135,20573,10693,12891,15418,12456,12885,12089,13415,26054,32802,45548,15141,11533
WI-08,WI,8,363689,151624,187335,346420,156210,181533,405523,185015,212724,418527,191065,221068,737224,607166,50145,26372,28375,25071,934,574034,491487,30661,15362,18152,16766,629,86014,94595,98598,96373,86442,100830,88790,53831,30083,62952,107446,4744,155822,34690,32081,7439,99020,35192,9012,22772,22832,8554,10930,12722,11937,11563,11663,12499,25248,31705,46255,20420,10628
WV-01,WV,1,355774,92958,247279,362920,119390,235604,392576,112947,273523,364662,98066,259831,896067,805369,11331,48212,8927,18242,743,715682,649695,7866,34003,6488,14334,489,95759,107121,102630,100301,112149,117804,129790,85915,42490,48533,79492,6103,256809,38152,85290,9124,116052,27906,24564,17508,15906,20755,21455,18977,18013,16443,16938,14987,28523,33674,41435,14638,26090
WV-02,WV,2,357275,95834,242092,370080,119332,238742,402076,123037,271859,397728,116243,273725,897649,793465,23496,42314,13354,19447,983,717250,643345,15617,28957,9757,14713,673,93184,111683,118098,107578,110943,119302,121495,78065,38660,52954,92266,7982,245524,46334,61711,9326,115877,33087,18800,22785,23286,15969,17768,16506,17138,14811,14723,14516,28248,34818,45625,20035,20113
WY-01,WY,1,255849,55973,174419,234289,61851,162714,276765,73491,193559,269048,69527,192633,576851,469664,59046,9661,9473,27480,1714,441337,370041,38153,5928,6520,18433,1009,69778,77958,74499,77825,68551,69278,75194,44545,20301,46082,71313,5138,110277,31053,23719,6077,98143,26379,8115,17485,19922,7806,9208,8475,9565,9356,7572,7799,17923,24038,32579,17220,10714
