district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-22_total,comp16-20_dem,comp16-22_dem,comp16-20_rep,comp16-22_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_total,pop_adj_white,pop_adj_hispanic,pop_adj_black,pop_adj_asian,pop_adj_native,pop_adj_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
SC-03,SC,3,304704,119518,170073,,299297,,123067,,170781,351952,147245,199048,351316,136132,209922,730545,453484,52843,193020,19150,15004,1169,568398,368031,34446,142445,13770,10942,754,87382,99996,99074,93424,92170,93124,87360,54328,25237,51599,100002,7610,133827,43640,49932,7827,99170,26125,11825,18542,20475,10757,11965,10752,12198,13813,10190,12308,22809,29300,37730,20138,16932
SC-04,SC,4,286818,91176,179901,,285548,,97854,,182100,342282,122996,212987,349367,118060,225650,731087,501140,70548,121875,22762,16444,1163,574235,410576,46368,88319,16896,12389,743,84884,100563,107382,94199,86192,91593,85986,57684,27801,48070,103926,8860,126215,47201,57293,9872,93983,27215,12564,17228,19686,12184,12247,12851,13456,12809,12317,11379,22826,28517,37752,22679,16065
SC-05,SC,5,295091,119851,163006,,298138,,128983,,164343,363118,159783,198347,368070,153089,210104,730633,444878,43761,206802,22384,16345,1159,559631,354500,28378,150988,15427,11707,780,88893,97665,87530,93145,98467,98804,87129,52748,23810,50610,93156,4898,140975,46663,50162,8326,103839,27122,10524,18765,22392,10397,11143,12251,12982,11504,11563,10983,22749,28047,37767,21313,16414
SC-06,SC,6,301550,133759,158347,,295477,,134851,,157012,350176,159776,186435,351665,148468,198551,731987,410094,35857,261623,12031,15586,1050,572304,335656,23465,194541,8623,11288,702,85449,100818,94036,91756,86709,95778,94491,62720,26895,51148,69248,4265,173061,33241,65579,5924,100672,23308,14948,14757,16431,14364,15113,13846,12798,12239,12905,11196,20697,26703,33997,13807,20922
SC-07,SC,7,305942,139183,154142,,310688,,145265,,161111,380458,180280,195270,391282,167443,218789,732080,460317,46742,196142,16243,12962,1408,592141,390003,31463,148221,11969,9886,995,75053,82701,92422,93710,85246,94869,109649,77811,31625,52398,113626,6786,149871,48090,49500,11065,111754,26774,11885,18846,19185,12581,14165,13788,14250,12488,13091,13296,24764,31130,36358,24775,18705
SD-01,SD,1,370111,117466,227731,,370598,,135916,,230319,422609,150471,261043,426390,145799,270651,886667,705583,38741,26307,18489,98842,1642,669255,556081,23855,14956,12406,60618,1033,119122,121809,117036,116196,97795,104265,112141,64699,37279,72002,123313,6821,176062,38604,43062,10123,119000,37591,12855,24253,26048,12452,13265,14251,14508,14089,13529,15433,28468,34196,52841,22713,14690
TN-01,TN,1,280824,55039,214656,,277288,,62302,,210212,336345,74137,256562,348338,71642,273125,767871,674765,37332,24950,9239,19531,1017,616550,552337,23185,16903,6671,15172,685,77532,91348,94978,86456,94313,108462,107007,73408,36055,44776,78646,6147,201174,31053,66850,8716,114998,25641,17618,15657,15012,18524,16674,15959,15597,15405,14609,14708,24595,32044,39028,14076,17586
TN-02,TN,2,288684,85250,186902,,295094,,102151,,187019,356252,122697,226786,366789,118780,242963,767871,630610,41560,55734,18436,20061,1023,609503,513806,26468,38404,13658,15340,677,82660,96032,110687,96860,92584,102176,95233,65971,29546,45794,106990,9208,157455,45997,52654,12267,103017,33081,13493,19434,20601,11494,13487,13569,13582,12872,12405,12963,22352,31406,41199,23293,15547
TN-03,TN,3,290302,86971,188700,,293166,,98961,,188764,349413,116139,226941,363211,114327,244098,767869,595689,45942,88022,15690,22483,1073,606483,484586,28990,63327,11432,17245,676,85066,94446,96819,98078,92501,103372,100683,66571,32953,48736,94040,7339,164287,39949,59297,9352,121894,29835,15715,19143,20728,12045,13916,12880,13801,14219,13258,12106,23948,30211,41337,20646,14843
TN-04,TN,4,243191,91146,139685,,254619,,107587,,140233,308799,127153,174284,305442,114007,186988,767874,493577,100436,127320,31222,18900,1238,586572,395755,64836,90960,22069,14436,832,97940,101112,119602,113500,99317,92482,77719,44223,20406,38359,98788,6217,159760,36086,59199,6654,103091,29873,9516,18546,21385,9956,10431,11273,12050,12808,12262,13317,24776,31881,42056,14464,13769
TN-05,TN,5,271286,114891,145225,,267226,,116147,,145075,321452,137048,178988,313204,117915,191106,767321,470406,44443,223056,14439,15738,1593,585674,373286,28365,161830,10166,11809,1032,97639,101757,107965,98128,97372,95799,89377,54294,26422,38304,89560,5719,175543,35488,59732,8067,104239,23386,16198,15830,17482,14154,13347,14357,14032,14675,12346,13021,24210,26956,35967,20730,19567
TN-06,TN,6,275190,100435,161824,,290434,,119052,,164078,349156,136885,204568,359670,130999,223892,767876,573979,51866,106769,17615,18264,1004,612877,472354,34195,77953,13657,14280,725,84826,90787,114134,110897,92560,98066,94188,56876,27619,36263,108927,7124,170733,42153,62202,9290,105448,27645,16020,19318,20360,13098,14041,13407,13342,13499,14105,13602,25943,31771,43144,21004,18244
TN-07,TN,7,280604,101866,164023,,283897,,112754,,164543,352687,139111,206244,363693,137061,221395,767897,572101,52737,102953,22349,18256,2085,594984,457465,33929,73012,15948,13643,1261,95233,97212,107179,111767,98029,100427,86937,51921,23579,42300,116935,11474,147787,49060,43882,14411,105154,34639,7982,23332,25950,9307,9070,9354,10430,11060,10301,11543,21812,29496,40946,31566,12199
TN-08,TN,8,302767,112444,178460,,297391,,118453,,173473,351138,144758,201079,322855,125888,192419,768020,464865,52492,211929,25556,14173,1026,591066,374085,32945,154888,18458,10728,725,96148,106589,94012,97413,94748,98358,92035,56419,28238,37058,105579,7905,149661,49036,47322,12552,105977,28448,12129,21414,21686,10884,12003,11176,11197,11249,10304,12034,22207,26173,36989,27393,15178
TN-09,TN,9,275179,122653,143450,,271702,,122593,,143921,327747,145783,177023,320740,125646,190879,768241,424254,52379,255381,24137,14030,949,580764,334622,32804,187460,16331,10408,632,100640,107103,99430,96504,98745,102888,88299,54443,22672,35596,89936,5264,171999,39562,59013,8179,105488,24684,13541,16893,19005,11957,12889,12664,11724,12776,13161,11450,21486,27422,36712,24808,17706
TX-01,TX,1,188722,107342,75118,,187452,,96718,,87206,232655,109336,120924,227664,87234,138692,766200,110601,639112,7712,5012,11841,731,548584,93141,442753,5650,3649,8783,518,120767,134266,111414,93042,90051,81402,69425,43653,24109,30823,56103,2224,120494,19588,135557,3624,86310,19484,16298,14544,11670,12764,13632,12138,9607,11303,9766,8263,16458,22176,29678,10030,16731
TX-02,TX,2,185939,103027,76035,,188666,,98191,,87069,235387,115578,117495,239885,100787,137019,768095,110675,631589,11163,11643,13597,613,555200,90953,444210,7777,8599,10273,398,115095,128821,111915,100857,94578,81421,66452,43148,22609,29036,70700,3011,129266,23437,111562,4623,91818,21277,13141,14189,13975,13078,12483,13031,10447,10626,9751,8997,17371,23957,27451,13070,18111
TX-03,TX,3,181022,128610,43598,,183285,,130866,,48039,225328,160821,61079,201389,130432,68049,767811,105450,576531,67762,22885,22032,2366,579031,92177,420918,48959,16821,16980,1579,107574,115792,127568,114454,91819,85372,71181,42031,23420,33452,51088,3808,152507,20607,118618,4933,106518,18656,19290,11348,9703,14587,15292,16304,17027,14723,13591,13109,23519,29159,32567,7500,23358
TX-04,TX,4,195868,103662,85032,,191874,,96549,,91915,233348,114150,116496,225623,95254,128406,765577,142477,590428,22652,8390,13532,973,560338,119933,414680,16126,6257,10171,638,113552,126471,107384,96665,93203,82434,73019,49183,27560,33399,49010,2046,148731,18088,120319,3281,98058,18696,17117,13699,11494,13665,14877,12945,12689,11037,10381,9851,18853,24590,29911,10075,18913
TX-05,TX,5,223083,102052,111560,,229081,,104321,,120041,281460,129191,148308,291661,123597,164629,767859,228015,420704,73507,41075,16496,1273,567947,186593,293807,52178,29392,12241,871,109060,116682,105871,103625,102035,91604,73941,45446,22195,40676,91056,6304,121865,35843,82510,7938,104196,25731,11075,18808,23505,10506,10192,9868,10993,9320,9584,8822,17484,24574,34665,24364,14205
TX-06,TX,6,196539,90468,95933,,198841,,93048,,100485,238493,109258,125541,227736,91044,133655,766696,195598,505812,42895,20530,19323,2928,569116,157547,363022,29165,15012,14494,1916,116654,113556,121241,113619,91220,77597,66173,36624,23052,39388,78398,4388,117237,30573,89540,6069,104340,24693,13251,18332,20586,11460,11041,12163,11741,9921,10289,10163,20421,27475,32115,21932,19362
TX-07,TX,7,227663,107469,109770,,228572,,108524,,114827,271404,126217,141581,263761,103309,157523,765636,199223,529542,24127,10387,19012,1878,577063,165818,383178,16324,7237,14286,1176,101052,118046,111031,98691,89765,88505,80646,51314,27588,39823,76236,3154,135701,26341,94026,4682,111054,25131,14393,15441,15004,11676,12572,14375,12653,12123,13154,11810,21812,27934,33055,11430,15598
TX-08,TX,8,262488,199242,44299,,290890,,231928,,49839,337292,272154,57627,315766,242894,64800,767126,315770,297084,83799,65165,22677,1937,624911,281812,217765,64641,53722,17858,1431,82389,81816,162607,164959,103681,74133,57545,27399,13544,29524,173648,11101,86548,72190,60558,15350,88199,34566,10792,25032,32277,8752,10123,10697,10437,10526,11528,12101,24984,32539,45170,39075,19579
TX-09,TX,9,265668,103903,146488,,293096,,124278,,161804,364325,163704,195020,398130,166529,226531,766659,325427,342234,56057,39687,23095,3142,582260,268086,240513,38390,28331,17141,2029,96960,112265,108352,113967,99847,88749,81319,50057,21298,47398,128012,7308,105944,54631,36401,11653,118360,32201,5823,23546,31115,6027,7401,7648,7271,8928,8852,9741,19219,25565,39444,35099,8822
TX-10,TX,10,292801,111277,163597,,314522,,131493,,174995,381048,170669,204147,391921,167903,218383,766854,387121,278097,57887,36796,22475,3156,585374,314533,195834,40237,25700,16598,2125,97492,106289,98183,111691,107353,93316,79486,50691,23918,44480,138230,9814,100118,60268,35420,15534,113277,30147,6483,24187,31841,6640,7977,9490,10261,9141,8584,9976,20731,26436,41311,40455,11158
TX-11,TX,11,235050,92810,130358,,248293,,107982,,134557,301953,137125,159685,323427,140097,179063,767292,313743,343144,82714,24194,22139,4747,580714,261362,235346,58538,18315,16634,3911,100989,109219,111615,109037,96219,90057,81947,47981,23811,39121,86904,4248,148777,31425,72201,4968,113470,29904,9495,20523,21651,9259,9373,10967,10966,9505,10185,11772,21069,29440,39035,19785,13321
TX-12,TX,12,292837,116518,157666,,322293,,140954,,172738,390809,180113,202912,408271,179402,221031,766915,497700,135835,51215,65952,20981,4011,578204,394740,90555,34549,44210,15034,2465,92262,108474,83025,106234,111827,100995,81747,54436,24841,39639,162812,12828,85821,73750,27731,17809,101581,29245,5699,24026,34340,5820,5978,7516,6513,6833,7771,7407,16641,22522,34715,63200,8700
TX-13,TX,13,258674,91002,153127,,269339,,105406,,157186,322855,131958,184965,328425,124163,199213,766911,422703,181640,97509,52006,21321,2558,589606,346336,123052,70494,36971,15923,1672,93764,105709,117005,107782,106067,90958,80862,49003,24335,41750,108198,7946,134132,45023,56101,6271,113722,28246,9846,22029,26255,9402,11466,11119,9712,11050,10181,10402,20982,28202,34004,27371,16178
TX-14,TX,14,219065,78366,128649,,231795,,89574,,136596,286292,116303,164390,298657,113200,181394,766586,370424,209426,149024,29242,24348,6234,568079,298025,137432,100891,20575,17649,3910,109787,115151,118104,110641,92505,84559,75912,43520,22570,49303,85732,5266,128603,35004,54147,7152,122504,27748,10743,20698,20631,10958,10443,11944,12142,11218,12091,11239,21331,28036,38108,18808,14062
TX-15,TX,15,200917,158928,35850,,203619,,157709,,42544,243008,186483,53929,213344,152875,57237,766380,81658,299725,300685,88585,17517,1255,573408,68791,207915,225283,72580,12558,861,102636,105874,119816,113903,100744,86717,73031,37709,18198,32029,84461,8838,124628,35960,103512,10311,91912,22085,13416,13485,14903,10907,13859,13734,15170,13649,12656,12970,23583,28209,33617,16380,20581
TX-16,TX,16,200102,157318,35077,,202830,,157403,,41624,239704,185285,51473,216491,156893,55997,767826,123554,361717,236112,48068,19713,1721,581262,108402,254442,178510,39163,14479,1222,103773,112539,125688,122060,95832,84482,67551,36880,16762,28543,76453,9768,125201,35305,113722,16043,83212,19246,15572,13681,16093,13923,12651,13445,13468,11989,11602,12038,20848,24495,29264,26510,22390
TX-17,TX,17,240280,99359,131416,,268085,,117027,,146136,337396,154172,178415,362224,148757,203420,766993,283760,188026,120799,168686,15086,1221,554964,218150,127048,82412,121039,10674,824,111105,123932,89048,106578,119575,96699,77321,41900,16255,35956,142888,11250,91073,67745,42019,13314,96154,27204,3384,24018,37174,4339,5247,5247,4956,6526,5741,6613,12491,18823,29916,51733,7567
TX-18,TX,18,227325,92900,124599,,233926,,97423,,131602,283938,118507,161035,282766,107748,171288,767490,295917,325481,96779,42582,20787,1339,573722,240502,224511,68722,32020,15317,928,104862,117329,103623,105977,103066,97053,79568,41440,20727,44654,89711,5378,127378,29324,84862,6671,111860,29011,9587,21187,23941,10084,9756,10907,11629,10305,9103,9085,19527,26286,37477,28125,12019
TX-19,TX,19,230664,94966,124303,,245539,,107019,,133332,297871,138692,154975,291461,126499,158860,766766,305873,235805,117593,102374,18376,1470,570166,242775,164933,83762,73291,13156,947,112795,100889,102227,123096,108232,87866,72262,36705,19915,34487,155662,9659,77627,68620,56779,16634,85672,27110,6055,20871,27804,7159,9376,11331,11176,9582,9507,10293,19170,25370,32130,49646,12150
TX-20,TX,20,254626,104254,137129,,274470,,119983,,148499,334503,152798,176891,337160,142707,188703,767250,341245,252166,95883,70584,22152,1567,578950,277262,174464,66041,53184,16005,1094,104325,104322,105342,119286,107251,94077,74070,38980,16113,35740,148260,9877,92058,60764,49612,17488,95612,30070,5909,24520,31576,3950,7317,7328,6891,7352,7634,7859,17158,25711,36278,52637,10163
TX-21,TX,21,247648,88705,146142,,257328,,100164,,151540,309309,127297,177385,310763,120843,185350,767047,331544,266220,96595,63792,22592,1734,576404,270321,181908,67174,48073,16403,1165,109469,115560,107629,118342,105146,93687,80363,43628,17617,39896,126773,7295,113287,46945,66223,10248,104420,27266,6483,22379,28877,7235,9449,9565,10003,9635,9712,11010,21158,25366,36365,40506,11408
TX-22,TX,22,215493,78052,130180,,218847,,82338,,132852,265856,101778,160952,264500,94272,167881,766590,302008,326711,111770,17784,22453,1810,553167,237355,216567,78412,12781,16036,1234,112492,125269,96766,106076,100283,91926,71478,38240,15940,36846,67049,3082,142684,24812,95216,3695,98108,22590,9022,19147,23071,8264,9338,11508,10193,9260,8919,8492,17684,24654,31055,21304,11081
TX-23,TX,23,237586,94432,134755,,233419,,94369,,134963,276134,112468,159966,264177,98404,162721,766155,308511,280454,138688,30718,19341,1057,574872,253691,189421,100090,23171,14512,753,105610,109774,105505,102186,97994,90714,79069,46704,22695,43487,72202,4594,145063,26133,82929,5820,111958,25794,11253,18670,24103,9341,11047,11118,10571,11804,10598,12667,19747,26482,32967,22134,15007
TX-24,TX,24,261688,72973,180318,,262611,,77776,,180704,317128,97095,216371,322923,92501,227609,766904,418204,176251,137512,19521,22881,2019,576863,336106,114994,97937,14184,16924,1352,99477,114478,101633,98061,97062,92976,88548,53131,25180,37990,75896,3825,160353,27614,70134,4251,126107,27129,11872,17241,22083,11018,12418,12043,12291,10244,10974,10925,20549,27642,34947,19341,15050
TX-25,TX,25,241444,71019,159958,,248789,,80418,,163331,299081,101212,193057,311028,96307,211104,767541,411962,185282,130255,27462,19493,1225,598613,340438,126726,98552,21392,14616,857,90877,119789,127424,102358,91131,88189,80564,48645,23860,36003,78529,7755,148162,30802,67957,5602,110175,24554,11852,18693,21050,10226,11156,13650,10936,11382,9417,11097,19945,26594,34307,19055,18695
TX-26,TX,26,231380,81452,141372,,236880,,90260,,142280,281776,111165,166975,294771,108816,182290,765833,346882,250189,137534,19419,23878,1200,563514,281455,161086,95290,14311,17564,838,109221,116186,101573,102940,97556,90563,80249,43993,23999,42130,73331,4224,139174,26819,83165,4419,116558,27150,8533,19327,21002,8657,9431,10818,10004,11166,9649,11386,19619,27542,36069,16633,11033
TX-27,TX,27,196018,166962,24207,,202349,,171083,,27583,236459,199772,33730,210789,165080,42231,766885,77291,370810,306739,13146,21741,906,565458,69937,252590,230742,10764,15833,683,114864,126111,121024,108248,98596,90710,70634,36928,15822,25932,62438,4326,138616,25650,123280,5585,97904,24304,14152,13632,13769,10783,12947,12203,12566,12025,12424,13008,23745,30149,31352,11661,20884
TX-28,TX,28,273270,98777,162732,,286388,,111368,,169212,339474,137904,196791,350974,127932,217878,767533,437902,183482,92159,37190,24739,1554,594894,361481,124073,66309,28240,18534,1027,94144,99413,114092,110787,94414,96430,81657,47205,23927,35715,121374,7885,120197,49886,60324,16166,103438,28642,8693,22436,27844,7613,9272,10850,10294,10448,9789,8669,19889,28116,37746,43195,12704
TX-29,TX,29,243696,94350,139722,,255756,,106570,,144098,307906,132929,170784,321874,130173,187393,767625,331891,234366,147328,41801,24577,2566,564428,265596,154626,101694,30693,17779,1609,104074,126805,98832,101630,106720,97613,79282,42406,19387,39766,92872,3792,137061,35860,69015,4590,112799,28808,6807,24092,25954,6113,6442,9950,9329,8656,8882,9612,17941,24681,37190,24400,9047
TX-30,TX,30,243511,52723,179838,,237839,,56959,,175945,279920,70037,205518,278817,63824,212265,766540,381676,290315,58872,23312,23755,1301,576298,310679,195201,40644,17008,17888,815,103669,117133,124999,103080,88227,80722,77837,46157,26101,38712,76871,6156,136725,28054,76793,5116,108830,26338,13660,17100,17302,13445,12865,14619,12673,12440,12372,12524,22469,27260,37376,15974,17193
TX-31,TX,31,237638,73319,154969,,242034,,78089,,159478,291572,95635,191743,299575,89884,206649,766789,378502,246108,112492,19396,21434,1647,570289,302720,164294,79016,13578,15732,1060,108249,113663,112391,106414,90984,88634,78956,47991,25294,37974,78920,3655,146738,30354,80285,6309,107230,26269,11329,17558,21423,11568,10590,11700,10607,9542,12968,11321,20276,27768,35502,21148,13686
TX-32,TX,32,236486,87939,137279,,245787,,98325,,142081,293157,119065,169572,308561,113855,191178,767328,370773,265886,96132,22058,22577,1507,585099,306002,180747,69452,16840,16986,970,99229,114431,126641,109050,91444,89866,78605,43888,22275,33896,87329,6276,134701,33896,86299,7652,106133,26780,11995,17492,19143,9919,12008,11738,13278,11665,11406,11590,20198,28057,37908,22426,16183
TX-33,TX,33,239772,88100,138998,,251733,,104028,,141586,304439,133513,165791,309078,130680,173804,766824,372193,209326,120093,52790,24083,2876,575478,302819,138547,82334,39526,17632,1796,104483,105623,110564,113900,100990,90413,75373,40336,19167,43234,108849,4902,126240,40201,56093,6335,113233,31898,6893,22325,26586,6903,7960,10020,10192,9999,10313,10570,20117,27513,38683,26918,9627
TX-34,TX,34,261430,97440,150159,,273355,,112774,,154144,321943,143291,173441,310204,127912,175791,766667,362671,199488,87581,102241,22803,4046,577962,293762,136339,61836,73146,16555,2726,102837,109610,100315,113838,109729,99827,71626,38632,17608,37925,143791,6536,93525,61153,53930,11003,97709,31067,4509,22917,29871,4761,6543,7364,8868,8089,8977,9466,18450,27975,39386,46393,7153
TX-35,TX,35,245956,94969,138852,,261683,,110587,,145125,314609,141172,168481,318993,130701,182664,767434,371164,215760,86981,79860,24040,1766,587192,303965,148178,63519,59006,17828,1233,98654,101497,106851,118207,104370,99438,76002,42384,20033,35735,137271,6815,109207,57880,60101,11007,102563,31598,7255,23303,29449,6351,8792,9124,9326,9437,11127,10667,20847,26980,39938,40428,10636
TX-36,TX,36,258401,93166,151262,,286758,,117223,,163049,357301,159159,192754,372214,155347,209773,767618,409533,122015,94056,125826,21384,1780,571724,324416,81357,64848,87535,15054,1152,98231,108874,88823,119406,125631,102373,68741,40092,16376,41047,175360,8008,79810,80051,27211,13505,96398,31593,4788,26474,39709,5010,5412,6170,6222,5946,6351,7889,15728,23886,34228,61027,7574
TX-37,TX,37,262641,95647,151001,,287093,,118124,,161981,355731,157562,191598,382371,155733,215748,767396,413013,126284,85644,125124,23196,1705,568905,325758,83329,58164,87453,16202,1115,101126,119309,94757,107270,119426,104125,74167,43469,22007,41780,159934,8270,87816,74021,33967,11575,98869,28639,5216,23866,35806,4942,5950,6181,6778,7234,8081,7697,15569,23606,33527,54072,8861
TX-38,TX,38,270017,104367,153508,,281551,,117260,,158413,329555,145713,178773,327154,131546,187181,767874,401943,148672,128395,73943,22595,1377,586641,324554,100958,93179,55153,16572,935,97560,101217,105240,108660,100320,96310,77394,49806,24013,38041,126652,7006,113061,54037,54215,14286,105107,25207,8718,21146,26785,8729,11402,9528,9727,10204,10362,10762,21404,27187,36162,38576,14148
UT-01,UT,1,295960,84469,129303,,321519,,103669,,203304,375167,142903,216387,376428,144765,219981,817904,643803,107794,17230,29180,18212,7598,584771,470465,68485,10562,20609,12494,4318,121119,135123,136756,115543,101151,82372,71765,39027,19491,46079,116691,8341,114229,46051,28777,10689,121433,33450,6575,24268,27005,6111,6346,8582,9263,8009,8003,9132,20175,26891,40955,29803,9238
UT-02,UT,2,273738,83932,128156,,304811,,105155,,185244,362053,143188,205203,363454,140129,213956,817904,578694,152715,19855,31199,23415,20419,594250,436443,99237,11999,22256,15999,12110,118436,128015,123441,118488,99735,79847,78218,50432,25897,52253,106673,8177,128079,40836,45012,9063,124187,32809,8463,24698,24321,7294,7288,9481,10875,10013,9186,10535,20662,29978,40015,23427,8933
UT-03,UT,3,309301,81056,143316,,334631,,102312,,218676,390686,148962,225146,374760,145920,218258,817904,636142,101123,12472,31563,27616,13160,592597,472396,65830,7430,21634,18634,7843,116526,132767,156749,101454,93444,77196,71074,42081,21971,44066,133129,9004,87500,47424,24474,10621,114843,28373,6005,21268,27715,6610,7466,7567,8177,8128,8015,8684,18375,24291,36724,36314,9365
UT-04,UT,4,252376,61219,114456,,293834,,83910,,196881,359770,125229,218403,373149,131409,230887,817904,606716,131280,17571,33146,17991,18070,552433,418696,83058,9888,21782,11647,10226,145099,145281,115512,127008,110896,75135,59300,33664,13796,52535,112048,3953,112565,39240,34200,6197,121550,33576,3468,27321,31664,3637,4342,5104,5593,6239,6865,8931,14879,23742,40399,26910,5288
VA-01,VA,1,390465,160750,207332,,381222,,167809,,207319,443853,200826,234488,465728,212001,246364,783957,504728,50563,175496,38952,18932,2059,615148,409811,33208,133258,26959,13846,1371,87886,104751,94131,99701,98144,107783,101925,64305,30869,47175,120442,9953,146117,61296,39874,11655,113126,34670,6643,27118,35088,7537,7516,9157,8474,9288,9061,9757,19929,28104,39710,39354,10217
VA-03,VA,3,310520,250769,46311,,279916,,232858,,42884,343579,287935,49864,311926,251349,54507,784802,214104,72746,467997,28737,16567,2594,617615,188165,51094,352027,23555,12616,1898,95765,94816,149480,117295,81892,88315,81343,42749,22663,40288,88409,6205,146830,40909,58714,7777,120158,25789,16913,16523,15840,14266,15206,15044,15379,13955,15229,14807,25067,32195,39678,14423,23941
VA-02,VA,2,364364,146729,195571,,343144,,151688,,185594,401991,183952,209597,412208,186380,219285,785431,507002,60328,154355,52454,19466,3511,619434,416307,39649,114657,37774,14146,2335,88064,92888,102420,108453,93603,103193,99550,60768,31208,54530,123125,8401,131982,58582,41431,11914,121624,35148,7688,26432,30122,7255,8204,9739,9642,9525,10215,10009,22988,32097,41132,36630,11786
VA-04,VA,4,373202,162120,194972,,349709,,158896,,186601,410554,190640,213463,415095,188659,221019,784926,456068,42147,246288,29574,16865,2222,620697,373125,26950,189750,21234,12257,1403,90081,99541,99039,105346,94721,108930,101126,64443,30107,53801,94159,5390,165194,42658,59468,7606,126973,33662,11397,23817,26465,10112,10832,11220,12247,9836,10687,11065,23631,29368,40967,23985,13955
VA-05,VA,5,392618,152813,217294,,379102,,162128,,210915,438811,190850,240380,451782,200324,243986,785369,560231,49866,122911,39211,14162,1145,619800,454528,32739,93890,28071,10478,721,90097,101198,91423,102861,100903,106055,99897,65930,34313,45132,129829,9011,144231,62338,49419,12453,104326,32867,9535,25260,28837,9867,11291,10098,10626,11411,10327,10864,21184,30240,39040,35093,11231
VA-06,VA,6,359093,143097,193037,,352222,,152372,,193688,416395,184482,223538,427077,184247,234940,785380,600535,74969,60546,35007,15470,1311,616092,486246,48755,43748,26316,11206,822,89566,108364,105816,98868,93149,102774,95896,59168,32794,37307,109573,11169,154741,57609,53331,12800,94132,31041,8915,20638,27984,8990,10261,10327,8976,10723,10219,10852,20926,27227,38341,36818,12583
VA-07,VA,7,367024,146439,198078,,358159,,156856,,194993,420552,190934,220742,442768,194631,239918,784835,526697,74705,136352,32686,19550,2134,608292,427226,48385,97924,22396,13904,1384,91289,110776,105549,96652,96809,109544,91492,57333,27613,39627,119108,10409,134125,64076,43812,9819,105042,30074,6906,25438,34632,7023,7490,8051,8504,8324,8492,8525,17948,23277,35432,44471,9582
VA-08,VA,8,352124,255843,72670,,328752,,246688,,75258,391978,298511,85366,381863,277466,92310,784390,349805,169231,164492,97287,16705,2479,613228,293187,118688,123431,73641,12381,1746,98858,86621,114533,141781,111475,97249,71709,38969,18701,31456,165608,18132,71607,119727,40891,30452,69861,33841,4841,29971,43596,4799,5485,5821,5857,5181,6143,6519,14741,21873,38600,82079,9637
VA-09,VA,9,355118,121562,216542,,326762,,119700,,202724,388363,141486,240588,389838,137987,246743,783722,612013,32771,102516,21630,14581,892,634467,507311,21533,76556,17075,11273,597,76068,99097,106822,90283,91339,104700,103368,72912,37476,52871,82252,8822,181255,38820,65740,8424,108872,26819,18892,15842,15906,16944,16839,17225,15523,14273,13775,13097,24248,31295,38072,15642,23339
VA-10,VA,10,352274,197756,130487,,343004,,208015,,128432,396335,250321,138041,419627,244962,159711,784771,387317,134345,79075,176914,13602,1846,575366,301331,89932,55250,122635,9390,1184,102368,121480,82736,99788,125623,108583,71768,44653,22696,29469,163232,14974,68000,114764,34218,23165,65773,23357,2214,20962,39851,2227,2579,3671,3147,2961,3756,3947,8270,11801,22853,101454,4726
VA-11,VA,11,365950,243595,97149,,342701,,240045,,95637,408113,293631,106363,385376,255772,115314,783810,342498,146698,84117,204628,14171,1903,604915,279742,103381,60712,155432,10246,1299,96071,99705,107967,117694,110757,100517,79062,46002,21657,30210,170423,16819,67802,119828,38919,22705,64866,29535,3701,25316,45357,3806,3741,4332,4237,4768,5056,5295,10814,15837,30223,81654,7116
VT-01,VT,1,315067,178573,95369,,327892,,190376,,121430,367428,242820,112704,369422,235791,119395,643077,573201,15504,14422,16182,16900,725,524482,474146,11113,9038,11665,12780,518,60286,77696,84981,77123,73843,88570,94856,57875,28586,39344,111614,9939,126697,57539,26587,12438,74875,28004,10742,20972,23226,9021,9529,10123,10552,9383,10143,9806,18378,26478,35676,23548,10277
WA-01,WA,1,318816,127409,165562,363753,362516,157606,154549,200341,202056,417359,185376,217920,408819,177262,216488,770390,537510,143250,15479,31768,40481,5669,592104,437087,91013,9580,22247,28252,3668,96109,100870,95438,103544,92806,99398,98382,58212,28048,56928,90206,4702,148735,32436,57573,7200,131654,33638,9000,22661,29552,8381,8988,9291,9485,9997,10449,9019,19146,26768,39557,31078,9118
