district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_asian,pop_adj_black,pop_adj_hispanic,pop_adj_native,pop_adj_pacific,pop_adj_total,pop_adj_white,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
CA-51,CA,51,318830,180744,118963,316762,186930,123290,388146,233972,145350,355638,205084,140213,88812,68684,205434,24538,8772,760067,385587,608756,328618,148586,50274,70206,18237,6371,85410,85798,123698,128795,95005,88975,84769,48298,26346,50392,132386,10265,103826,53732,46324,14083,129206,33422,7421,25636,31226,8123,8982,8571,7930,7600,8794,8581,17676,26153,38994,39649,10436
CA-52,CA,52,244110,166832,64326,234203,156252,73531,306819,201155,99185,272681,156736,108793,122027,68467,459616,29206,8184,760066,117198,580170,101922,333445,50356,95145,19792,5903,94348,110810,118861,116323,100150,92465,74991,39787,24154,44586,83372,3162,126960,27137,102854,6183,114356,24145,8607,19087,23428,6990,7719,7768,8514,8374,6983,6736,15747,20567,30697,23146,9711
CO-01,CO,1,334973,246634,63455,346104,264460,69088,397329,315919,72380,366354,280662,75479,39732,77809,200616,25596,2965,721714,392965,586410,344786,143369,56656,30722,19566,2094,75188,73138,128591,149361,97288,74789,62000,37169,19610,28023,173924,11327,80579,75252,49494,23851,81690,32291,11364,24943,34856,8823,9426,9663,9608,9136,10298,10864,20508,28616,40754,49799,15220
CO-02,CO,2,399225,242986,121475,401204,260801,123406,446101,306343,128381,431937,295692,123973,36784,13401,102698,18133,2015,721720,549122,585162,460289,71618,9482,27833,13527,1473,65523,96148,126223,98485,89892,88342,83516,47961,21225,35850,160440,19377,66942,82829,20791,17506,80579,30000,7273,24080,32603,7211,7986,7849,8009,7632,8562,8953,17163,23696,34852,50784,13822
CO-03,CO,3,357266,139358,189660,358925,155496,188935,412129,184177,218192,406766,178501,218065,11622,13113,185799,37956,2216,721730,481577,568559,398631,129506,8454,8141,27593,1465,78996,91801,86199,92924,85586,89292,104177,62655,31427,47343,105019,6120,141665,40211,42810,9535,116653,28089,12247,19297,19566,12965,12269,12997,12349,11707,11820,11488,23135,30560,38880,20712,14906
CO-04,CO,4,365046,117337,217525,379329,136284,228600,442213,174566,256598,461578,182901,267114,36567,20558,98457,20619,2458,721794,546832,543496,426412,64267,13378,24379,14500,1569,88798,104319,81700,97202,105421,99249,82212,46858,22722,44956,149117,7064,96386,62050,24124,10467,100856,30945,5075,26244,36942,5261,5916,6175,6446,6805,6675,6577,13407,20259,34293,51440,7993
CO-05,CO,5,314303,107229,175679,318474,123774,178557,373442,160890,198634,375473,165522,199615,39114,63028,129138,27477,6690,721714,473462,551904,381336,85324,42273,27175,19232,4209,92964,97511,118750,107009,87014,84516,72851,41481,20425,52346,116213,7824,93012,57712,24587,8895,112593,30408,6652,22744,27907,6928,7329,8933,8434,9265,9412,8530,19241,28621,38712,30206,10037
CO-06,CO,6,332723,173994,130081,336713,189090,133988,383801,232523,141218,360369,210533,139305,56338,91318,159402,23163,3890,721681,402940,553634,331034,107508,63003,40606,16756,2651,88255,93226,98737,109620,99845,87322,77877,44617,21219,41370,135887,8607,97893,60249,42146,12689,96617,31817,6591,22943,30857,5314,6821,7018,7194,8022,8335,9232,18706,25852,36559,41355,9450
CO-07,CO,7,394772,185568,173918,404677,209427,177373,459883,256137,190958,445768,249924,183164,32417,16964,109182,24720,2020,721697,540488,584413,452432,77677,11945,23725,18627,1353,70037,77868,90873,111045,92844,97392,94445,57650,27421,43122,155631,11498,109464,68689,27420,12444,103583,33430,6666,26199,36210,5911,8062,7688,7762,8405,8779,8201,18580,26108,38163,46732,9353
CO-08,CO,8,281939,125764,130691,289321,139717,135972,342082,173797,158246,344500,164426,170726,33210,21988,278098,30123,2460,721664,373277,535998,300744,184927,13910,23257,21423,1536,96206,107600,103173,114922,95565,82993,67692,36304,17534,41713,87387,4417,128267,34801,65712,4657,102485,29391,6091,25270,27016,6222,6161,7135,7614,8509,7657,8590,17565,23641,37967,25133,8324
CT-01,CT,1,327259,194466,118324,303714,184571,111239,359968,227813,126734,343970,208405,129726,49243,133181,128216,11724,1192,721189,411361,575609,350479,89239,97385,35899,8694,837,76220,90034,95943,97933,87918,100058,86597,51120,32885,42939,110025,7174,134925,64122,47618,13632,86799,30464,11580,22907,32637,8507,9013,8814,9726,8020,8326,9885,18551,24003,37855,37259,14731
CT-02,CT,2,353384,172514,160603,331464,173759,147672,391663,214323,169390,388589,205994,175984,33870,42913,67036,16555,1623,721188,562700,585785,471982,45353,30179,25661,12088,1084,68116,93121,94009,87375,81177,107074,100787,59942,31854,45786,110340,8600,140696,64844,32841,12305,94537,32781,7920,24195,32841,7471,7768,8992,8034,7382,8517,8756,15997,24969,36949,42917,10440
CT-03,CT,3,326342,179608,134228,303936,176653,121436,359611,212970,142041,342043,191715,143619,40442,119756,121255,11549,1084,721189,437845,583771,377621,83523,87230,31046,8569,793,69839,93127,100500,94841,84088,101367,92738,55805,31893,36425,104020,12795,146889,66599,42231,16989,83128,28638,10201,23971,31259,8402,9623,8358,9156,9253,9207,8291,16647,24540,35557,39708,13183
CT-04,CT,4,316448,190493,113120,295474,179296,111367,355029,230421,119649,338461,206080,127034,48354,100488,155911,9497,954,721189,410531,555195,330507,110251,74375,34170,6812,728,83238,100604,85086,87274,95829,108171,84785,47743,29266,28220,141546,9897,94110,86326,46444,24077,63316,22736,8329,16164,27881,6710,6841,6921,6071,7313,6833,6094,12516,18043,25244,75395,10497
CT-05,CT,5,321222,160336,146834,298786,155803,136206,357356,195183,156794,345708,179741,160435,33784,71078,150875,11585,1118,721189,456795,568867,383204,102329,50031,23948,8534,852,81955,92882,89414,85669,91820,101589,91660,54960,33011,38797,107986,7955,134168,59312,50942,14682,86753,26722,10052,21939,28240,8756,10995,9416,8541,9533,8575,9746,17696,22584,33251,44150,11822
DE-01,DE,1,441052,235154,185062,440514,258570,172762,504010,296268,200603,510775,288933,214262,50969,244944,104290,21392,1547,989948,579851,783543,489226,67906,178357,37878,15627,1057,109968,123481,122674,124265,114864,131642,137636,87953,41152,58540,139213,13931,208129,75033,61344,13180,130994,40249,12173,30916,39006,10775,12267,13820,13903,14294,13700,13210,27203,36164,54374,40197,16749
FL-01,FL,1,367242,103970,243249,345089,103225,232937,423264,139203,275564,422612,130047,286312,35309,116673,59438,25419,3524,769221,533911,605557,436951,40502,81991,25681,19277,2297,91433,94930,107849,104054,90327,100427,94251,60472,28771,62871,103373,6296,142124,44664,42661,8493,123684,31346,10597,21754,22962,9405,10265,11506,12471,12473,11778,11916,23247,31413,41495,24888,12675
FL-02,FL,2,381032,159976,204914,354039,154816,192332,411700,180593,225707,413134,166349,241011,23108,188670,54315,18717,1746,769221,486775,619356,405585,39777,143006,17234,14504,1142,78945,99582,124947,98296,93070,95102,96402,59994,29244,47759,92820,9061,154072,42344,60257,11200,107602,25534,13193,17394,17212,14157,14311,14027,13365,13165,12395,14879,24922,29088,39459,19344,19694
FL-03,FL,3,348275,141371,192669,331360,139136,185885,393522,166674,222024,400758,155705,239803,30817,135375,89389,15704,1358,769221,500368,624295,422810,66407,99159,24257,12159,994,77253,95641,120814,93681,82558,90412,99583,72372,38114,52504,82940,11295,167889,39594,58184,11861,102781,23686,15122,15614,17221,13267,14740,15746,13131,14031,13910,14261,23696,28432,34234,16777,21414
FL-04,FL,4,347759,149004,185561,333211,146202,180785,400821,184068,210863,398747,173074,220114,28670,262951,67385,16913,2425,769221,400933,590934,326940,46192,187108,21169,12759,1609,98240,99746,98039,106847,94455,105752,92539,53945,25133,55053,89494,4277,165840,32790,55942,6668,122544,29005,12588,20393,21239,10133,11773,13574,11891,12131,12230,11740,23118,29656,39790,18695,17043
FL-05,FL,5,358884,131386,209914,349884,131968,210584,427864,176973,244305,439074,169106,262791,59075,107690,92795,14862,2346,769221,497450,606741,409497,65881,77684,42703,11078,1659,88042,95498,103954,110172,98396,98210,89683,58117,28553,50083,150935,8233,120169,60537,32059,15183,99749,31960,6639,21730,29842,7617,9402,9382,10401,9360,10950,12664,21415,29608,40069,38943,12066
FL-06,FL,6,365067,133086,218572,350988,130987,213132,427616,161022,262093,442572,152600,285318,16943,99968,88354,16642,1396,769221,548571,634516,474364,62028,71174,13068,13076,1020,75037,81017,82583,82605,81271,104673,120183,100166,51085,62675,87811,5266,193408,36130,60070,8382,126901,29166,13235,16724,18501,14505,15216,15832,15635,16333,15066,13612,26298,35499,41464,17656,18168
FL-07,FL,7,374512,163729,192372,357166,160612,188548,433846,202046,226041,428617,184389,237638,39599,90635,159630,16007,1707,769221,472857,616306,398072,116922,64914,29100,12048,1210,78277,89121,94641,103303,97767,103563,102557,67187,35280,68143,129412,7406,141585,48810,37726,11573,115175,31642,8292,24187,24588,9249,10621,12111,12465,11421,12190,11451,23767,31562,44723,27549,11901
FL-08,FL,8,399442,149043,231383,385545,150157,226545,460866,186757,267849,463982,177212,280407,26948,87279,89241,16487,1912,769221,550406,633719,474699,63693,61355,20137,12774,1350,69342,81652,81052,82261,83691,110590,122074,90185,52944,68781,116848,7508,153056,56701,44309,10528,125266,29961,10279,21850,24762,11120,12960,12899,12165,12758,12982,12571,23665,32965,42289,27370,12543
FL-09,FL,9,280154,171065,97224,264531,155462,103547,341443,198369,138987,333373,170044,158369,40772,106793,398290,14646,2513,769221,231009,593636,191983,297032,77314,30863,11244,1854,89422,98108,105073,112660,109622,94093,77087,45730,22054,58616,107748,5417,140604,39937,55553,8935,100036,24047,8053,15839,16722,7973,9537,9478,10144,10192,10603,11339,20456,27519,36397,16711,9306
FL-10,FL,10,301864,191868,94641,282066,180068,95630,336334,219026,112458,302699,182937,114482,46845,217311,229989,13625,2304,769221,272949,610303,235180,174711,158531,37190,10652,1743,86733,104631,145737,122380,99162,92342,70544,40850,22988,57023,118374,6803,130085,49393,61288,11814,86816,27132,9554,17228,17537,9657,11234,12197,11799,10948,10820,11539,21843,26861,37204,23067,17416
FL-11,FL,11,336343,136944,187297,336939,139415,191620,427100,188273,234642,458409,189140,263392,38409,109029,148527,14185,1656,769221,456769,618709,391486,105760,78945,28509,10928,1177,80945,87953,76691,94981,98503,94236,103768,95513,44452,62022,122216,6314,150590,52128,51886,11230,115505,32658,6766,21650,25299,8081,9714,11235,11846,10654,11455,11657,23034,28807,41104,28253,10023
FL-12,FL,12,360696,121582,223710,344364,121676,213972,429192,150537,273543,444744,143215,296459,21492,49184,104305,17554,1484,769221,578906,626932,490923,73465,33192,15710,13365,974,72372,85579,77066,86264,87576,103646,115942,93912,48737,59051,86747,4785,200182,33144,56147,7442,127800,27432,14628,17181,19061,13222,14928,14989,15114,14940,12797,15483,27381,30994,41618,16701,16090
FL-13,FL,13,403093,176056,207561,381934,172242,200604,452147,207958,238386,420068,182362,231968,34687,65273,85330,14862,1718,769221,569083,650487,502137,62165,46089,26682,11749,1224,63227,70643,76780,85566,84795,115943,122732,92141,57182,61057,129399,7424,165535,49903,46076,13701,126149,32288,12070,20077,25464,12365,15128,13603,13474,13980,13354,14327,26783,31319,41612,28790,18017
FL-14,FL,14,340859,198789,125050,324210,189041,128021,393872,231602,156415,359251,190432,163008,40939,162110,208836,12861,1650,769221,356844,620281,306560,161068,118641,31047,10096,1145,83454,84479,112243,117712,103392,103463,87007,54004,26557,48187,137060,8855,139682,55532,54627,18672,96257,27252,12336,19595,22813,11213,11895,13120,13497,12563,12726,12553,23081,31598,40334,36684,19219
FL-15,FL,15,314947,144035,156076,300258,139734,153576,368731,176008,187576,357804,155660,195534,48862,130484,193574,16345,1771,769221,392970,599800,329426,136420,92389,36096,12350,1230,90473,102126,109976,106552,98186,100046,86515,59193,31147,53941,107356,7602,149230,45211,61153,10188,98776,25976,9917,18408,23399,11131,12110,13657,12751,11913,12744,12274,22606,30305,37610,23350,15895
FL-16,FL,16,329225,136445,178008,324485,138484,179031,410103,184318,220727,426337,177608,243281,30034,106142,166150,15045,1578,769221,460213,607353,391827,113409,72738,21880,11255,1112,82796,93059,81789,95349,94609,101065,100375,83861,41513,55563,118240,7072,154656,51456,51111,10841,110459,32880,8033,21915,26788,8217,10353,10106,10522,11629,12253,11762,21504,29012,40299,27885,11998
FL-17,FL,17,380937,151876,214866,369425,149975,212372,450951,187437,259241,468654,175936,287668,17146,51707,105922,12547,1005,769221,581035,654821,517830,75570,36414,13046,9842,711,58338,73652,68911,69098,74974,101636,137060,127564,74746,59817,115499,8413,184961,55950,50825,14608,129463,33976,10549,22702,22648,12392,13345,13109,13418,13356,12650,14819,26943,37016,47769,30146,14948
FL-18,FL,18,298794,111665,175415,282192,105885,170389,350692,133382,213267,357188,124298,229002,16114,112730,207594,17122,1370,769221,425396,603562,360926,142922,79749,12080,12835,985,87951,99470,95997,99024,90351,92393,95880,77692,43032,49306,68911,3648,194206,24850,87371,5687,113399,22661,12767,15056,14398,12463,14861,14478,16056,14036,12747,13362,23633,30334,37633,13544,16767
FL-19,FL,19,363814,134048,218191,354437,127767,221306,433455,169562,260650,430375,150318,275293,18828,57118,146650,10884,1031,769221,536453,650465,481820,105527,39481,14409,8269,761,61815,71038,71869,77344,73610,98574,125423,122578,70380,54746,131975,10265,164448,58885,46800,18327,118906,32807,9014,22652,24425,9860,11150,13665,11648,12566,12109,10687,27025,31833,44156,41320,16396
FL-20,FL,20,295755,228981,60010,277217,215481,58511,333523,252578,78285,300589,207879,89175,25320,407543,181082,9240,1525,769221,158637,595408,140153,136811,298383,20078,7063,1234,96824,95550,101811,107246,97594,98057,89884,52483,34643,53052,87299,4144,162102,35028,85703,6458,101468,26210,14729,14939,15498,12811,13711,13807,13381,11708,12994,13097,22746,30533,35571,12336,16972
FL-21,FL,21,375659,162089,200663,363744,163134,195243,443581,199036,240822,457836,188590,264118,23461,109268,134691,13057,1389,769221,491801,629736,428764,95351,78571,17612,9782,1026,71282,84834,77609,83037,86344,108122,112738,95721,56020,59492,127106,8123,148734,50490,50734,16694,121071,30886,8595,23861,24966,9932,10933,12308,11021,11406,10485,11426,22240,29991,41086,36683,14640
FL-22,FL,22,337434,197951,129990,325034,191138,129516,393853,229969,160733,377695,197055,176083,27606,137952,209738,13091,1253,769220,389651,625981,346268,154325,99406,20956,9491,961,72618,82060,84165,91872,90696,99084,98180,88119,61903,53008,124524,8664,140401,53443,68760,19966,103953,29781,9017,20781,22907,9988,12005,12118,12758,11092,12210,10734,22341,26941,39900,36393,14704
FL-23,FL,23,358007,199270,148433,339501,191578,143332,413517,232423,177920,388824,195655,188273,36743,113634,168630,8610,1300,769221,424407,632647,369529,129741,83294,28005,6722,951,74734,84311,82513,94341,96654,109218,101675,72566,46486,49788,151137,9967,123303,64005,40222,22981,102806,30545,9555,21737,29021,10946,10506,11554,11346,10793,10904,11532,22138,29244,39190,46503,15501
FL-24,FL,24,293373,236598,50237,273067,214955,54754,330354,244809,83100,296849,191109,102192,16639,338202,288794,7147,948,769221,135526,611792,111522,235273,258005,13572,5601,792,94948,89610,103365,112517,104439,101205,87058,55907,30095,51897,97757,6554,161660,41937,83652,16504,87644,21176,15685,13376,15846,11980,16343,13771,14047,13356,10827,12906,22036,28387,37141,21832,19659
FL-25,FL,25,333718,209145,114367,311015,192401,114152,385295,229393,152810,353908,183992,165194,48563,142336,331599,9998,1404,769221,250270,607264,208608,256630,106416,36550,7642,1079,82010,96520,92470,101868,111957,111967,84374,53895,30305,55148,128968,7562,134790,55536,43242,21527,92269,29136,8735,20086,27580,8046,8238,10214,9393,9865,9892,10738,19345,24173,35325,34722,17040
FL-26,FL,26,258392,130371,120448,240251,105569,131184,315213,128372,184655,316315,101603,211879,12322,56007,561193,7040,639,769221,149228,623498,122723,456512,43160,9479,5428,468,77385,89101,93242,100599,108351,112543,87576,64710,41987,53671,99638,5584,160967,38916,112758,14954,75326,25250,14533,15908,19832,10885,11352,11498,12860,10406,10420,10716,20261,26687,35123,19545,13692
FL-27,FL,27,308545,175743,122321,289026,150929,133889,359796,177908,179182,339254,142906,192461,20431,55568,566370,6802,720,769221,132078,636002,107346,471763,44946,16646,5443,583,74663,78214,93960,109128,104271,109126,84108,56606,42864,48392,135336,10630,125992,57108,79955,26497,73592,24420,15948,17458,23388,11963,11091,10890,10616,10498,9599,9511,19162,23526,32328,42689,15695
FL-28,FL,28,283595,158889,114744,263747,134300,125258,342218,158749,180886,335798,123817,208901,17323,86320,559429,9073,782,769221,116007,609131,92771,446828,62852,13602,6988,582,85582,99669,94727,101009,105669,112840,80476,54970,29995,55384,105317,5158,146528,34147,91801,11417,82283,25746,9602,18080,21796,8305,9991,9064,9778,8811,8698,8242,17706,24011,34337,19415,13225
GA-01,GA,1,274027,110607,155973,284485,116585,163321,338540,144348,189659,363903,152157,209766,23547,230783,59328,15972,2682,765137,440636,589266,355947,39938,166025,17615,11791,1718,98292,101678,112498,106117,91755,93427,84846,54811,25241,44353,86122,5907,156198,38652,55137,10268,117296,26386,12046,19401,19620,11489,13014,14754,11467,12541,10971,11750,23476,28649,38718,18141,17051
GA-02,GA,2,280721,150531,124987,280872,150513,127414,317651,173868,140913,316657,169767,145620,15236,393195,45499,12189,1946,765137,305611,587555,251047,30074,289612,11125,9075,1286,95316,106271,107553,99766,88097,91307,88830,52525,28099,46331,61657,5194,163988,29961,76741,7491,109591,22034,20110,13749,12638,15467,16798,14550,15217,13311,11624,12881,20962,27310,31995,10680,26028
GA-03,GA,3,317474,97676,210579,329845,105815,218414,385087,132203,248167,418466,145846,270151,21220,188947,48285,16477,1082,765136,492494,586319,391849,31274,136708,14933,12255,694,91110,109919,97057,92690,97988,106134,90079,56132,26040,45117,89120,6350,162271,38445,56729,10099,107957,28660,9970,20360,23668,10735,10623,9443,9959,10156,10367,9515,19668,27138,39935,26506,13824
GA-04,GA,4,264373,201353,55295,277162,212089,60377,317434,248553,65339,309227,234107,71829,80931,387919,147267,15332,1192,765137,150803,582946,126798,99121,294887,62023,11085,846,98213,103748,110586,116105,102255,95153,75019,40235,18183,46117,120224,8861,116068,54919,60488,12081,89199,24205,8352,16268,20527,9437,10577,12650,13079,12748,11633,12399,22027,27818,36288,26046,13433
GA-05,GA,5,292351,245682,36974,306361,257005,43845,347624,298153,45247,352020,300220,48212,47347,403564,75635,12196,1048,765137,237353,613735,206531,52720,313396,38832,9366,827,89597,90385,142420,130615,95373,87319,68153,36570,17201,33674,134979,14527,108642,72727,47739,22810,78065,28093,15298,19766,24571,12524,12464,12393,13024,10779,11922,11670,20649,27106,37022,40667,22913
GA-06,GA,6,299005,208026,81373,317075,224991,86624,367502,272522,90694,375844,280228,92564,32152,409519,94388,12827,1129,765136,227858,593690,194739,63188,307240,25562,9671,779,96141,96213,119643,122723,105375,94646,71394,40734,19341,40606,148816,9032,106553,67555,40486,17883,91176,30431,8181,23522,27842,7960,9089,9597,10191,10824,9825,11490,23420,29551,44307,42837,13473
GA-07,GA,7,317129,103939,199602,340275,119111,213163,407587,161754,239986,432225,166107,261295,112943,71376,78323,14371,1045,765137,487523,579339,386820,52419,51721,76658,10367,730,92159,114085,77659,98308,119596,115978,82067,47047,21903,32620,180807,11093,75540,89727,32396,16593,83339,27420,3940,24538,37663,4586,6179,5458,5467,5772,7195,6854,13923,19790,33325,69873,7352
GA-08,GA,8,279771,93873,179794,287451,96999,187009,330378,117855,209131,345695,119189,225077,16478,241628,54850,12877,1268,765136,443123,585857,354572,35732,175967,11877,9554,841,96623,107884,108162,98037,94047,95639,88254,53367,25172,48651,65284,5672,172743,32928,68998,9730,102264,25192,14341,15166,17184,14434,13570,13664,14044,11096,11043,9818,20760,27026,35027,14688,21707
GA-09,GA,9,283542,79279,194713,302757,91335,205399,365652,121435,239400,401625,130883,267731,58278,105451,123476,18450,1056,765135,466010,582752,375905,79950,73716,42974,13488,690,93463,113232,94711,93057,103787,105017,87435,59727,23121,42102,103343,6890,144974,41714,70461,10652,97501,27836,8282,21500,23276,8707,8752,10217,9502,8888,9724,9631,19352,25641,35902,27514,10924
GA-10,GA,10,301949,105431,187360,319848,116456,197954,376507,145845,225968,413992,162653,248788,22496,193877,58198,15079,1137,765137,478059,590322,385356,38081,139872,16437,11395,724,88668,111969,114058,93247,99092,100009,82914,53589,22690,41312,84200,9394,153335,39392,58504,9589,105389,27159,10250,20245,22571,9803,10681,11101,11103,10783,11083,11079,20017,27080,38941,20682,14638
GA-11,GA,11,316537,101813,200830,331998,114355,209251,390391,149122,234735,420715,159375,257408,39460,103505,92947,18779,1026,765135,510228,589100,408681,61477,75588,27956,13911,728,89992,107847,97898,103316,103924,102107,87292,52604,22043,38123,138730,7453,119163,53736,46483,11928,102844,31971,6928,23583,30653,6850,8047,8584,8523,8575,8908,8884,16811,25053,35415,40924,11109
GA-12,GA,12,287771,121481,159486,295121,124970,166138,340904,151132,185716,348841,148916,198212,20401,294961,43065,13325,2033,765136,398843,588119,321394,28628,215958,15023,9842,1312,92477,110207,110495,99617,93143,91759,87125,53022,26765,46925,70253,6575,168722,31379,67270,9494,103161,24299,15540,14340,16049,14143,14336,13772,11888,11350,10749,11064,19726,26322,31648,15192,18387
GA-13,GA,13,290158,183801,98554,306928,204672,97297,356715,248790,104145,364772,257798,103643,59021,407986,110825,14673,1321,765136,188099,572137,159219,72417,294376,44296,10588,896,99919,120015,98215,102872,104139,106738,79338,43825,18666,48233,97378,6542,138274,42654,55276,8174,106676,28416,5617,21826,23053,6640,7239,10065,9706,9082,9214,10024,20266,28215,40186,18881,9643
GA-14,GA,14,287565,74471,203584,297336,83412,208010,356510,108927,242737,386084,120771,262821,16134,105435,91371,21494,1055,765136,535516,579137,423475,57899,72920,11273,15497,657,93186,112014,94982,94152,104272,104974,86196,50921,23577,40475,83676,5190,156825,35515,71931,8342,109881,27982,9582,20959,21254,9706,10614,10110,11325,11611,11285,9925,21302,25105,38659,21463,10710
HI-01,HI,1,208431,131565,63534,208445,138600,63745,279671,178661,96350,248838,153038,91497,495204,26105,56401,16141,153851,726395,107302,585659,94213,38697,18240,398963,10962,104993,78728,77303,98321,103704,89562,89927,85412,57975,42253,59273,126695,8712,124231,47969,41195,14510,98879,27877,5948,22228,30841,4933,6450,5543,6174,6590,7073,7395,13602,20472,32257,42362,9964
HI-02,HI,2,220506,135326,65313,222658,145579,68446,294798,187469,100514,267863,160006,102164,328939,20678,82522,25387,240251,728876,207063,570246,181411,54410,13744,247592,17167,159458,90807,89344,92061,96280,85223,86202,95813,62219,29455,53787,100548,7505,148596,38015,33398,11029,108187,25999,6655,20143,25916,5491,6809,6419,6938,6479,6880,6763,14101,19967,30536,34519,10582
IA-01,IA,1,396628,177850,189883,382321,178512,191297,428058,203400,215742,424688,190502,226309,22864,48473,44931,13767,1222,797584,665052,618402,530702,28937,29258,16682,9848,807,94012,107531,111486,100203,92462,97903,99004,60585,34342,62023,106763,9597,162653,41471,32890,10435,108552,35028,12502,23823,24694,11269,11983,13062,13007,12917,12299,13015,25742,31610,43230,22812,15228
IA-02,IA,2,408684,180282,198955,394061,178432,202647,434421,203246,222312,421282,186017,227941,16298,49037,29975,13119,3145,797589,685368,617226,545476,18656,29445,11217,9006,1906,95007,105980,104924,96755,88460,99372,103144,62974,39284,70058,103893,5044,175210,35190,32759,8281,107658,34973,11936,23486,23182,12088,13089,12416,13557,13572,12882,13663,25418,33798,48678,21875,12637
IA-03,IA,3,370226,165874,177109,372640,175108,185603,421197,205591,207043,424026,199043,217645,37396,51400,64482,13449,1955,797551,628821,600958,493314,39637,30959,25010,9498,1151,106250,108012,104118,113686,99654,97220,88374,52239,29528,56804,129728,6567,146538,42843,39029,10640,103859,34684,10532,24424,29379,10222,10468,10917,11820,12170,12210,13080,23509,31986,45770,29157,11828
IA-04,IA,4,390493,129663,235036,371066,129698,229788,407195,146824,252575,393510,131716,255124,20303,24078,76598,15623,3751,797645,658960,613517,524277,46874,14474,15041,10365,2764,97195,112018,110929,92791,86194,94941,101326,60456,40477,66296,92996,6421,168391,28785,43967,6675,109186,35359,11884,22813,21263,14080,12852,12307,13663,11704,12387,13125,25027,34050,46239,17908,13851
ID-01,ID,1,344543,86263,221000,361173,104984,242354,447601,132143,302954,482396,126546,343895,21566,11407,108783,35261,4623,919553,735930,692128,572254,68233,6356,14311,24703,2781,117745,131521,110813,118844,114614,114146,113994,77019,33002,61932,119899,6898,171986,40723,52884,9961,163875,36628,10462,25748,23823,10956,12817,12048,13736,12554,12913,14446,27109,38638,51817,24545,12493
ID-02,ID,2,345881,103499,188058,349461,125093,206911,419680,154878,251165,422665,148413,261355,25947,16238,130624,30291,4670,919553,714593,684272,549212,83467,9691,18051,20822,2945,120231,146463,135614,120040,110218,99151,100007,60808,29879,57679,124473,8509,147192,45037,50836,10723,139689,32171,12144,23178,24193,11777,13383,13728,13634,13640,13639,13769,28536,35115,48889,24427,12367
IL-01,IL,1,359512,258515,86153,336031,234119,85107,369706,260608,103962,329810,213695,109427,19761,390300,69410,11292,736,753677,271776,589021,217813,46406,306380,15438,8185,528,83567,103312,101568,90640,93084,103046,92359,53989,31138,44934,95394,7388,135228,52192,45859,9145,125577,26804,15615,21298,26353,10751,11223,11910,11460,10330,9148,8721,19488,24255,35838,26791,24770
IL-02,IL,2,330104,228009,88360,304273,207370,83285,334633,231875,98019,299486,196546,97680,10218,374697,115115,14600,840,753677,251234,580993,210713,77611,280964,7783,10704,615,90938,109564,97883,94320,91173,95625,93065,53388,29913,45153,71785,5048,157487,37672,55046,5920,129082,27459,14223,17106,19689,13197,12325,13670,13804,12148,12112,12123,22526,29096,36418,14660,23322
IL-03,IL,3,267054,184409,65684,258170,175294,70541,297753,207606,84237,268964,171937,88946,55607,49086,356863,27342,1369,753677,294530,588880,251848,257871,35538,43017,20324,1026,86624,98663,109015,122119,100570,92574,77009,39391,21261,37184,116258,5324,127666,49270,81049,10589,84063,28146,8430,20393,27908,6937,8774,9837,9013,8575,8490,9044,17954,23721,37481,32508,10995
IL-04,IL,4,227807,164935,49530,212673,150452,51994,242648,175347,62773,213559,134061,74126,34697,43251,500949,36994,907,753677,176438,563323,147658,356197,32793,26345,27272,660,90101,111643,106189,102615,100344,89975,69359,44047,21676,29730,69177,3957,148395,31147,112615,7932,77115,24053,7017,16171,19697,7654,12198,13034,11057,9421,9287,9498,17026,23201,29541,21849,11145
IL-05,IL,5,360070,235988,98390,355241,227585,112661,402055,277279,117413,377272,253925,115297,94572,26813,88320,9935,956,753677,537619,618186,453104,65900,20617,72694,7407,730,83135,73975,119820,129492,94064,92101,82493,48169,30567,27888,204124,12513,71792,106107,27001,32422,69375,32850,6855,27066,39226,6481,7827,6781,7669,7446,7581,7386,16042,23963,38455,80204,13059
